,Published_At,Comment_ID,Comment,Replies,Likes,all_eng
11415,['2023-08-23T07:45:28Z'],['UgwLJOTLERThQx7ycS54AaABAg'],chndrayaan 2 100 percent fail .,[0],[0],chndrayaan 2 100 percent fail
11416,['2023-08-23T07:45:25Z'],['UgwefBBjei7C0Zs4dTZ4AaABAg'],it&#39;s space amazing sir😮,[0],[1],it39s space amazing sir
11417,['2023-08-23T07:45:25Z'],['UgxIVvCqec74bsnNU3l4AaABAg'],"bro please make video maglev trains, interesting subject",[0],[0],bro please make video maglev trains interesting subject
11418,['2023-08-23T07:45:24Z'],['Ugycmskq1ZUzWYTxgvl4AaABAg'],thanks modi,[0],[0],thanks modi
11419,['2023-08-23T07:45:22Z'],['UgwCEXpC0hxK5_ACYUx4AaABAg'],video also makes history.,[0],[0],video also makes history
11420,['2023-08-23T07:45:18Z'],['UgzKiqMQ0IXtQmwwu_t4AaABAg'],"vikram lander successfully lands today, india become first country soft land moon&#39;s south pole region.",[0],[0],vikram lander successfully lands today india become first country soft land moon39s south pole region
11421,['2023-08-23T07:45:14Z'],['UgxRXI5Px19SCrLAItt4AaABAg'],can&#39;t normally land north pole go south pole,[0],[0],can39t normally land north pole go south pole
11422,['2023-08-23T07:44:54Z'],['Ugxj3GLPoX2E3EOAbYl4AaABAg'],respect dhruv sir🙏 one biggest fan nepal 🇳🇵,[0],[2],respect dhruv sir one biggest fan nepal
11423,['2023-08-23T07:44:52Z'],['Ugwfu1OxefeZVlq2pzN4AaABAg'],cow shi+ favourite food andhbhakt,[0],[1],cow shi favourite food andhbhakt
11424,['2023-08-23T07:44:41Z'],['UgwzkzX9x1UjWEbSrfJ4AaABAg'],rawanda genocide par video bana 🙏🏻,[0],[0],rawanda genocide par video bana
11425,['2023-08-23T07:44:36Z'],['UgzohMe8qX059wSDGGJ4AaABAg'],dhruv rathee favorite tuber youtubers ❤😊,[0],[0],dhruv rathee favorite tuber youtubers
11426,['2023-08-23T07:44:35Z'],['UgwWfGwhgeUZxEk62e14AaABAg'],yhi soch rha tha ki apki video kab ayegi espe,[0],[0],yhi soch rha tha ki apki video kab ayegi espe
11430,['2023-08-23T07:44:25Z'],['UgwOK1it7--WdBRVPEJ4AaABAg'],bhakts calls antinational 😅😅😅😅,[0],[1],bhakts calls antinational
11432,['2023-08-23T07:44:16Z'],['UgxROt45U9IIdGI49jR4AaABAg'],isn&#39;t hypocrisy u promoted betting apps despite u openly condemned apps openly😅,[0],[0],isn39t hypocrisy u promoted betting apps despite u openly condemned apps openly
11433,['2023-08-23T07:44:01Z'],['UgwJi57iU_S2MCuXLX54AaABAg'],video trending q nahi aarahi hai 😢 jabki ki isme koi vulgarity bhi nahi hai ?,[0],[0],video trending q nahi aarahi hai jabki ki isme koi vulgarity bhi nahi hai
11435,['2023-08-23T07:43:58Z'],['Ugx0JyTI18glGF4x0yZ4AaABAg'],"best wishes isro, this&#39;ll victory indians whole humanity, love pakistan 🇵🇰",[12],[378],best wishes isro this39ll victory indians whole humanity love pakistan
11436,['2023-08-23T07:43:41Z'],['UgyPxUzCRRSCsa6n-H54AaABAg'],1 million views 1 hour&#39;s 😮🎉,[0],[2],1 million views 1 hour39s
11437,['2023-08-23T07:43:34Z'],['UgyY4_BHB4EXXo6kFDx4AaABAg'],druv need bharat ratna award,[0],[1],druv need bharat ratna award
11438,['2023-08-23T07:43:27Z'],['UgzEUvcDmGVdbb79Upt4AaABAg'],andhbhakh log kehte hain india pehla desh hain jisne spaceship moon landing kar raha hain.,[0],[0],andhbhakh log kehte hain india pehla desh hain jisne spaceship moon landing kar raha hain
11439,['2023-08-23T07:43:23Z'],['UgzRlJIgWfCdUcN8jk94AaABAg'],aagya bhadva rathee view khane nyi script lek,[3],[0],aagya bhadva rathee view khane nyi script lek
11440,['2023-08-23T07:43:19Z'],['UgxwnTAyInZeuRXCeQt4AaABAg'],bhai tu hamare internal matters par cmt na hinkarre tou theek hai,[0],[0],bhai tu hamare internal matters par cmt na hinkarre tou theek hai
11442,['2023-08-23T07:43:14Z'],['UgwGer1DXOb-LB_BiYx4AaABAg'],great job dhruv bhaiyaaa proud moment bharat ke liye 🇮🇳,[0],[0],great job dhruv bhaiyaaa proud moment bharat ke liye
11443,['2023-08-23T07:43:04Z'],['UgyI9-cYjov8VSmfyzp4AaABAg'],trust dhruv rathee...❤,[0],[0],trust dhruv rathee
11444,['2023-08-23T07:43:03Z'],['UgxulWnv-iUeHqfar714AaABAg'],knowledge never die ❤. dhruv ocean ℹ️ nformation.❤❤❤,[0],[0],knowledge never die dhruv ocean nformation
11445,['2023-08-23T07:42:36Z'],['UgyDt3uYFObZsQfbKxV4AaABAg'],ese video hi bnao .na ki political video,[3],[0],ese video hi bnao na ki political video
11446,['2023-08-23T07:42:31Z'],['UgypZXZK-LW7beURGcZ4AaABAg'],love dhurav bhai dil jit liya bhai,[0],[0],love dhurav bhai dil jit liya bhai
11447,['2023-08-23T07:42:31Z'],['UgxSzPXfovtcDHg7L0B4AaABAg'],"landed moon 1969, rover 1970?? huh?",[0],[0],landed moon 1969 rover 1970 huh
11449,['2023-08-23T07:42:29Z'],['UgygnspkY81kk_BCDjd4AaABAg'],great keep,[0],[0],great keep
11450,['2023-08-23T07:42:24Z'],['Ugw5rhUpw5-W6NHARh94AaABAg'],"hi dhruv, dark side moon sunlight, lander rover get solar power?",[0],[0],hi dhruv dark side moon sunlight lander rover get solar power
11451,['2023-08-23T07:42:06Z'],['UgyLQUJeHqKjS5s-Q554AaABAg'],aaj tak yeh samajh nahi aaya yeh sab malum krke insaan ko kya faida hoga. mtlb kya milega aisa jo insaaniyat ko fayda de.,[3],[0],aaj tak yeh samajh nahi aaya yeh sab malum krke insaan ko kya faida hoga mtlb kya milega aisa jo insaaniyat ko fayda de
11454,['2023-08-23T07:41:55Z'],['UgxNjAKzExTKiwCX4zl4AaABAg'],778k views 1 hour&#39;s 😮,[0],[1],778k views 1 hour39s
11455,['2023-08-23T07:41:51Z'],['UgxxlOlZOwduSiI-WvJ4AaABAg'],respect dhruv rathee sir❤,[0],[1],respect dhruv rathee sir
11458,['2023-08-23T07:41:48Z'],['UgxjbGFJYoGgVeKZ6Ht4AaABAg'],yaar rathi ji ka bat sun ke sab samajh aa jata hai etna details btate hai ❤,[0],[0],yaar rathi ji ka bat sun ke sab samajh aa jata hai etna details btate hai
11460,['2023-08-23T07:41:37Z'],['UgysLEbhbeC_qVvOFs94AaABAg'],may landed rahu,[0],[0],may landed rahu
11462,['2023-08-23T07:41:33Z'],['Ugwtc8eCC2fuCuRvk4t4AaABAg'],"someone goes big boss: everyone, everywhere - vote <i>_</i> pragg takes magnus world cup finals, nobody literally cares, hope magnus wins, indians doesn&#39;t deserves trophy.",[0],[0],someone goes big boss everyone everywhere vote ii pragg takes magnus world cup finals nobody literally cares hope magnus wins indians doesn39t deserves trophy
11463,['2023-08-23T07:41:33Z'],['UgyKCYCQLTWKFuDVolZ4AaABAg'],dhruv&#39;s consistency ❤,[0],[0],dhruv39s consistency
11464,['2023-08-23T07:41:32Z'],['UgyIOjcWyGAaZQas3LN4AaABAg'],first time iske mu se kuch acha nikla hai,[0],[0],first time iske mu se kuch acha nikla hai
11466,['2023-08-23T07:41:21Z'],['UgwAHGbOkgoRs6yBr8B4AaABAg'],"what&#39;s cost full course? expecting, i&#39;ll answered",[0],[0],what39s cost full course expecting i39ll answered
11467,['2023-08-23T07:41:17Z'],['UgwwIMc2V7O7Z8VftjB4AaABAg'],really like type video thank dhruv sir amazing ❤❤❤❤❤❤❤ favourite youtuber,[0],[0],really like type video thank dhruv sir amazing favourite youtuber
11468,['2023-08-23T07:41:17Z'],['UgysaD9-SkmVJEqeOH14AaABAg'],"stated srimad-bhagavatam, sun, moon, planet nearest earth. already discussed point many places. sun first, moon, mars, jupiter on. sun supposed 93,000,000 miles surface earth, srimad-bhagavatam understand moon 1,600,000 miles sun. therefore distance earth moon would 95,000,000 miles. space capsule traveling speed 18,000 miles per hour, could reach moon four days? speed, going moon would take least seven months. space capsule moon excursion reached moon four days therefore impossible. sb 8.10.38 purport",[0],[0],stated srimadbhagavatam sun moon planet nearest earth already discussed point many places sun first moon mars jupiter on sun supposed 93000000 miles surface earth srimadbhagavatam understand moon 1600000 miles sun therefore distance earth moon would 95000000 miles space capsule traveling speed 18000 miles per hour could reach moon four days speed going moon would take least seven months space capsule moon excursion reached moon four days therefore impossible sb 81038 purport
11469,['2023-08-23T07:41:15Z'],['UgzHyCRMVjjUgx7S44F4AaABAg'],watched whole videos dhruv rathi rather youtubers 😊,[0],[1],watched whole videos dhruv rathi rather youtubers
11470,['2023-08-23T07:41:08Z'],['UgyPg7m2zHsIhydlocJ4AaABAg'],want get free cost poor father,[0],[0],want get free cost poor father
11471,['2023-08-23T07:41:06Z'],['UgwSFZHlga7M1x_AFgR4AaABAg'],sale jarman sephad tu q bat kar raha hai hamare india ke bare sale pakistani jarman sephat,[0],[0],sale jarman sephad tu q bat kar raha hai hamare india ke bare sale pakistani jarman sephat
11472,['2023-08-23T07:41:04Z'],['UgxqdtQAxRCz4sl8JuZ4AaABAg'],cheese paneer😊,[0],[0],cheese paneer
11473,['2023-08-23T07:41:01Z'],['UgyEucd2aBOqHCYy-VZ4AaABAg'],"dhuruv around 28 years old looks like 22, thats cool.",[0],[0],dhuruv around 28 years old looks like 22 thats cool
11474,['2023-08-23T07:40:58Z'],['Ugzzk3812ouhUgFuvxJ4AaABAg'],please complete education,[0],[0],please complete education
11475,['2023-08-23T07:40:53Z'],['UgzO-vYcGU2BBmxEuW94AaABAg'],vote bjp button 🔘,[0],[1],vote bjp button
11477,['2023-08-23T07:40:51Z'],['Ugx9kkLOS0dRbBu_iTV4AaABAg'],thanks aap kajriwal ji dat moon mission successful,[0],[2],thanks aap kajriwal ji dat moon mission successful
11478,['2023-08-23T07:40:47Z'],['Ugy7KCwY3kT-FIIa89R4AaABAg'],dhruv rathee scientist. credit goes isro only... best...hope best...,[0],[0],dhruv rathee scientist credit goes isro only besthope best
11479,['2023-08-23T07:40:45Z'],['UgyQNWzPWGNYHeC0S6B4AaABAg'],called quality content ❤,[0],[8],called quality content
11481,['2023-08-23T07:40:43Z'],['UgzHmIudX7rr5Uvvunp4AaABAg'],bhot great explain sir,[0],[0],bhot great explain sir
11482,['2023-08-23T07:40:42Z'],['UgxidShqY_u5lviNoH94AaABAg'],"videos good want , ending bgm waiting . satisfaction 🙂 already watched space related videos . dhruv rathee sir please make video south korea superconductors said made greatest revolution year available soon . 😕",[0],[1],videos good want ending bgm waiting satisfaction already watched space related videos dhruv rathee sir please make video south korea superconductors said made greatest revolution year available soon
11483,['2023-08-23T07:40:41Z'],['Ugx4PaB6tBv2FBBosph4AaABAg'],"modi criticized point moon named called liberals, naming point jawahar point normal them, jn part mission wholly responsible success. also many indians modi modi celebrations success c3 also many indians would laugh troll fails. type people political party matters national interests.",[0],[1],modi criticized point moon named called liberals naming point jawahar point normal them jn part mission wholly responsible success also many indians modi modi celebrations success c3 also many indians would laugh troll fails type people political party matters national interests
11485,['2023-08-23T07:40:39Z'],['UgxIylr71VW8FcdvQbN4AaABAg'],kitna negative h tu bc 🤬🤬 ye janke bhi ki india first country hoga south pole pr landing krne wala phir bhi tu 4th bol raha h . agar north pole pr landing krne hoti india kab ka kar chuka hota country jese. pr teri g*** jalti hai na india ko top batane pr,[0],[0],kitna negative h tu bc ye janke bhi ki india first country hoga south pole pr landing krne wala phir bhi tu 4th bol raha h agar north pole pr landing krne hoti india kab ka kar chuka hota country jese pr teri g jalti hai na india ko top batane pr
11486,['2023-08-23T07:40:36Z'],['Ugz-SozMkGs5ZP7Odch4AaABAg'],"salute isro able make soft landing moon becoming 4th nation limited budget! jai hind, vandemataram❤",[0],[0],salute isro able make soft landing moon becoming 4th nation limited budget jai hind vandemataram
11487,['2023-08-23T07:40:34Z'],['Ugzl9bsfn8rs3SXDYL54AaABAg'],need education dhruv rathee,[0],[0],need education dhruv rathee
11488,['2023-08-23T07:40:28Z'],['UgxYIUGCQC2KPDXzslt4AaABAg'],hate druv lets see many dislikes likes get🗿,[0],[0],hate druv lets see many dislikes likes get
11489,['2023-08-23T07:40:09Z'],['Ugw_u4Cyqr5cfzRCcQ54AaABAg'],nice information 🙏🏻 u r new name - dhruv google rathi,[0],[0],nice information u r new name dhruv google rathi
11490,['2023-08-23T07:40:04Z'],['UgxaZhyTa0B1FbEyA494AaABAg'],tu pakistan ka supportr hai na sale jarman sephad,[3],[0],tu pakistan ka supportr hai na sale jarman sephad
11491,['2023-08-23T07:40:02Z'],['UgzqldTFlgZY_bStHe94AaABAg'],better news channel far news.... news channels even showing debates &quot;what owasi says chandrayaan&quot; 😂,[0],[0],better news channel far news news channels even showing debates quotwhat owasi says chandrayaanquot
11492,['2023-08-23T07:39:59Z'],['UgwP0LSSFDLrajmzEut4AaABAg'],literally waiting dhruv rathee chandrayan 3 mission today uploaded ❤,[0],[1],literally waiting dhruv rathee chandrayan 3 mission today uploaded
11493,['2023-08-23T07:39:57Z'],['UgwH816NDPNifLVPxuJ4AaABAg'],luna 25 already crashed 😢,[0],[0],luna 25 already crashed
11495,['2023-08-23T07:39:44Z'],['UgzbV8D067lriwqJNd94AaABAg'],today&#39;s create history. ❤❤,[0],[0],today39s create history
11497,['2023-08-23T07:39:40Z'],['Ugy1t4E5CdXy4z9kzzh4AaABAg'],gravity illusion par ek video,[0],[0],gravity illusion par ek video
11498,['2023-08-23T07:39:34Z'],['UgySyrDXLhglIaO_KCF4AaABAg'],see like video don’t want believe religion. religious people say god create universe people cannot go outside earth think god created universe.,[0],[0],see like video dont want believe religion religious people say god create universe people cannot go outside earth think god created universe
11499,['2023-08-23T07:39:33Z'],['Ugzvh8ZvCWOMEpyTmEZ4AaABAg'],finally praising india❤,[0],[0],finally praising india
11500,['2023-08-23T07:39:31Z'],['UgwFKIYua1lA0rPIbrZ4AaABAg'],tu q bol raha hamare india ke bare sale jarman sephad,[0],[0],tu q bol raha hamare india ke bare sale jarman sephad
11502,['2023-08-23T07:39:26Z'],['UgxdJgA00xWVyFptMxJ4AaABAg'],thank bhaiya informative vedio 👍👍❣️❣️,[0],[0],thank bhaiya informative vedio
11503,['2023-08-23T07:39:25Z'],['UgzPCVzSJNVC0KMPseh4AaABAg'],proud hat&#39;s isro team never giving books documentarys needed one dr video enough understand anything,[1],[72],proud hat39s isro team never giving books documentarys needed one dr video enough understand anything
11504,['2023-08-23T07:39:18Z'],['UgyvQamlZnHNE8fP2p54AaABAg'],dhruv never disappoints us 😊,[0],[0],dhruv never disappoints us
11505,['2023-08-23T07:39:16Z'],['UgzGDnkWuLLSbaukNG54AaABAg'],agr chand mein paani hota ..pheer pooda kyu nhi hai,[0],[0],agr chand mein paani hota pheer pooda kyu nhi hai
11508,['2023-08-23T07:39:04Z'],['UgyTJaAl_4Lb8773Nrp4AaABAg'],lal phul 🌹nila phul💠 dhruv bhaiya beautiful ❤️,[0],[0],lal phul nila phul dhruv bhaiya beautiful
11510,['2023-08-23T07:38:51Z'],['UgyNQG1e6CuPYGTUaUB4AaABAg'],one best story teller,[0],[0],one best story teller
11511,['2023-08-23T07:38:50Z'],['UgzeqvTG3HatQeWzJOp4AaABAg'],doubt dhruv rathee explanation good. watch topic video professor 3d explanation ❤,[0],[0],doubt dhruv rathee explanation good watch topic video professor 3d explanation
11512,['2023-08-23T07:38:43Z'],['Ugzu0GBIgofJRGMXOB94AaABAg'],"wathing video, professor how&#39;s video. perfect combination ❤❤",[0],[1],wathing video professor how39s video perfect combination
11514,['2023-08-23T07:38:24Z'],['UgxuARvhqgwkkNzHoHZ4AaABAg'],miracle 😂 dhruv ne india ke tarif video bana di😂,[1],[1],miracle dhruv ne india ke tarif video bana di
11516,['2023-08-23T07:38:15Z'],['Ugw_f0Qd09RNmIit0LN4AaABAg'],rakesh sharma 😅 हमे कियू स्कूल में science की क्लास में बताया जाता था की neil के साथ इण्डिया के rakesh sharma भी साथ में थै। और अब 25 साल बाद उनका कोई नाम नहीं लेता 😢 ना school और ना मिडिया। tell druv?,[2],[2],rakesh sharma science neil rakesh sharma 25 school tell druv
11517,['2023-08-23T07:38:14Z'],['UgxLSk7puWLLsTD-CsJ4AaABAg'],pls make video jarawala incident christians pakistan,[0],[0],pls make video jarawala incident christians pakistan
11518,['2023-08-23T07:38:13Z'],['UgyRz5FvGswoBvL4zbt4AaABAg'],ispe politics mt krna 🙌🙌,[1],[0],ispe politics mt krna
11519,['2023-08-23T07:38:08Z'],['Ugy5J-kN9N8gvelMEXh4AaABAg'],amezing speech 🎉dhruv bro ❤,[0],[1],amezing speech dhruv bro
11520,['2023-08-23T07:38:03Z'],['Ugy6KxkKj_7QZvJqkgF4AaABAg'],glad see scientists given credit,[0],[1],glad see scientists given credit
11521,['2023-08-23T07:37:59Z'],['Ugwci-Gf5c_fvciuY3Z4AaABAg'],"time waste , nonsense, pure knowledge, simple understand, that&#39;s dhruv rathee 👍 love uk support please 😇",[14],[183],time waste nonsense pure knowledge simple understand that39s dhruv rathee love uk support please
11522,['2023-08-23T07:37:57Z'],['UgzlcuL7A9Vd3OxgPaN4AaABAg'],1m viewer 2 hours🎉🎉🎉,[0],[3],1m viewer 2 hours
11523,['2023-08-23T07:37:51Z'],['UgzjTWavwPOZSRIQ3Bd4AaABAg'],shri man ho ande ke phande ko samjaya tho sahi tarike se ak bool kr di ho murgiyo ki kurootha pta aap bhi vegen ho please short video aacharya prasant lo,[0],[0],shri man ho ande ke phande ko samjaya tho sahi tarike se ak bool kr di ho murgiyo ki kurootha pta aap bhi vegen ho please short video aacharya prasant lo
11524,['2023-08-23T07:37:44Z'],['UgzmTpVH3CrFI0NIJYd4AaABAg'],dhuruv consistency next level nowdays.,[0],[0],dhuruv consistency next level nowdays
11525,['2023-08-23T07:37:43Z'],['Ugx2yiAoPpVGrdTFskV4AaABAg'],soviet union done many good missions space,[0],[0],soviet union done many good missions space
11527,['2023-08-23T07:37:39Z'],['UgxnBG9zBr3bkhBTWQt4AaABAg'],dhruv rathee- man needs start tv show man excellent knowledge skills 👌. best teacher also❤,[0],[1],dhruv rathee man needs start tv show man excellent knowledge skills best teacher also
11528,['2023-08-23T07:37:34Z'],['UgzPosmnBS8k9V8dq9R4AaABAg'],आओ हम सभी लोग आज चंद्रयान 3 के soft landing के लिए दिल से प्रार्थना करे ❤🙏🙏,[0],[0],3 soft landing
11532,['2023-08-23T07:37:10Z'],['UgyYH1Pb7RRKDNOqwwV4AaABAg'],tell every video dhruv favourite youtuber 🍿😎❤,[0],[1],tell every video dhruv favourite youtuber
11533,['2023-08-23T07:37:06Z'],['Ugwxw-eswKbEm5kvIsF4AaABAg'],koi kuch bhi kahe yar dhruv rathee jaisa channel dusra nhi hai youtube pe....... huge huge respect man,[0],[1],koi kuch bhi kahe yar dhruv rathee jaisa channel dusra nhi hai youtube pe huge huge respect man
11534,['2023-08-23T07:36:51Z'],['UgyM9A3zYnLbIcctng94AaABAg'],indian peoples waiting videos 🎉😊,[0],[1],indian peoples waiting videos
11535,['2023-08-23T07:36:44Z'],['UgycCMgIzUqtXrqdJ1B4AaABAg'],simple t-shirt great knowledge 🇮🇳🇮🇳🇮🇳,[0],[1],simple tshirt great knowledge
11537,['2023-08-23T07:36:43Z'],['Ugz_xvN1IGEPpg78lj54AaABAg'],man t-shirt become permanent,[0],[1],man tshirt become permanent
11539,['2023-08-23T07:36:32Z'],['UgwxcqvH_FxhLUA4ZKt4AaABAg'],proudly moment us,[0],[0],proudly moment us
11540,['2023-08-23T07:36:26Z'],['Ugxh18C4PaJ6NNXlYtJ4AaABAg'],"dhruv rathee presentation topic facts , numbers , references much reliable indian media many youtubers 👏",[2],[2],dhruv rathee presentation topic facts numbers references much reliable indian media many youtubers
11541,['2023-08-23T07:36:24Z'],['Ugxx8kKUfas4_vws1gt4AaABAg'],go well chandrayaan 🥳,[0],[0],go well chandrayaan
11542,['2023-08-23T07:36:24Z'],['UgyPx9q7GMznXGolW8t4AaABAg'],good luck chandrayaan 👍👍👍👍👍👍,[0],[0],good luck chandrayaan
11543,['2023-08-23T07:36:20Z'],['UgwrewgoXBp_OnBh3G94AaABAg'],dhruv rathee sir like : anyone explain details me😂,[0],[3],dhruv rathee sir like anyone explain details me
11544,['2023-08-23T07:36:19Z'],['UgxmID75Gtumnr8jpIp4AaABAg'],well done india love pakistan superb,[0],[0],well done india love pakistan superb
11545,['2023-08-23T07:36:17Z'],['UgyXzvh2botp9-o2kPt4AaABAg'],waiting it&#39;s short video,[0],[0],waiting it39s short video
11546,['2023-08-23T07:36:14Z'],['UgxJ96Ocfj3ARnMYdsp4AaABAg'],bhai ye keh deta ki agar ye mission fail hua modi ka haath hoga 😅,[0],[0],bhai ye keh deta ki agar ye mission fail hua modi ka haath hoga
11547,['2023-08-23T07:36:12Z'],['UgyeMykSNLLRj4eQvoB4AaABAg'],sab se ye acha...❤❤❤ ab ham itna hi jaante hai❤❤❤❤😊😊😊,[0],[0],sab se ye acha ab ham itna hi jaante hai
11548,['2023-08-23T07:36:09Z'],['UgwV4ZM35AcPWP0yHKl4AaABAg'],"tere uper desh ki achhi bate achha nahi lagta bro,,,!!!",[1],[0],tere uper desh ki achhi bate achha nahi lagta bro
11549,['2023-08-23T07:36:00Z'],['UgysQQ3IhVszKcBH6kx4AaABAg'],awesome video 😎 👍,[0],[1],awesome video
11550,['2023-08-23T07:35:58Z'],['Ugyar_reuQqjv668paV4AaABAg'],indians proud isro🇮🇳🙏....@dhruvrathee thanks amazing content😊,[0],[0],indians proud isrodhruvrathee thanks amazing content
11552,['2023-08-23T07:35:48Z'],['UgxLs13y_3QFRo9dDzx4AaABAg'],1 hour 7 lac views awesome see indians taking interest education.,[0],[1],1 hour 7 lac views awesome see indians taking interest education
11553,['2023-08-23T07:35:43Z'],['UgzLTIioOPVhubDM8MJ4AaABAg'],need platform explore more. ❤❤,[0],[1],need platform explore more
11554,['2023-08-23T07:35:41Z'],['UgwaoqyK8r8HzU2rTql4AaABAg'],every video kowldgeble 🙏,[0],[0],every video kowldgeble
11555,['2023-08-23T07:35:40Z'],['UgydZCybpCCQS6ZR-TB4AaABAg'],bhai burai nahi ki tune mission ki,[2],[1],bhai burai nahi ki tune mission ki
11556,['2023-08-23T07:35:35Z'],['UgxQHGhDlRLgWiQ0yop4AaABAg'],pure hearted &amp; matured &amp; knownledable + 0% hate + well searched + supplying value contents 🔥⚡❤❤❤🎉🎉🎉,[0],[0],pure hearted amp matured amp knownledable 0 hate well searched supplying value contents
11557,['2023-08-23T07:35:34Z'],['UgxUo3QMyg7xBpei_Y94AaABAg'],bhai nasa wale dobara rover ki jagah insan ko hi kyo nhi bhej dete 🤔,[2],[0],bhai nasa wale dobara rover ki jagah insan ko hi kyo nhi bhej dete
11558,['2023-08-23T07:35:33Z'],['Ugw3Ur5skWT5yKXKuKh4AaABAg'],jupiter ke bare mein video banao,[0],[0],jupiter ke bare mein video banao
11559,['2023-08-23T07:35:25Z'],['UgxtTaXHeZ3wSVM33UR4AaABAg'],gobar khanewala moth pinewala kiya kace.....a....sab😮😮,[0],[0],gobar khanewala moth pinewala kiya kaceasab
11560,['2023-08-23T07:35:20Z'],['UgzwqEuSDuOUtbHhznR4AaABAg'],gujrat se 40000+ women lapata hui hai aus par bhi video banao..bhai🙏🙏🙏🙏,[0],[0],gujrat se 40000 women lapata hui hai aus par bhi video banaobhai
11561,['2023-08-23T07:35:19Z'],['UgyqOCTlVxOdlVWmwDV4AaABAg'],chandrayan 2023 like 👍🇮🇳,[0],[0],chandrayan 2023 like
11562,['2023-08-23T07:35:12Z'],['UgwfYnmhEZ1LEUBywTB4AaABAg'],"suddenly anti indian ,indian hu gaye😅",[2],[1],suddenly anti indian indian hu gaye
11563,['2023-08-23T07:35:11Z'],['UgzJnLzbyGdpHTTeUgN4AaABAg'],happy 😢 thing insan dhrti ko jala kar chand per ja raha hai billions dollar 💵 lagte hai mai jab k yehi billion ko tree 🌲🌴 plantation mai lagy please climate ne safe,[1],[0],happy thing insan dhrti ko jala kar chand per ja raha hai billions dollar lagte hai mai jab k yehi billion ko tree plantation mai lagy please climate ne safe
11566,['2023-08-23T07:35:01Z'],['Ugy1QEo6PTANxvlSB6Z4AaABAg'],misleading video title like indian news channels &amp; cheap youtube channels india makes history katey land hone se pehle title dekh k muje laga early lang hogaya kya,[0],[0],misleading video title like indian news channels amp cheap youtube channels india makes history katey land hone se pehle title dekh k muje laga early lang hogaya kya
11568,['2023-08-23T07:34:52Z'],['Ugw6NIWFjoLjTR0D8Px4AaABAg'],opp,[0],[0],opp
11569,['2023-08-23T07:34:50Z'],['Ugy4wuPNVaaLHi_Efnl4AaABAg'],"today better watch video dhruv rathe bhai news channel person, understand everything. don&#39;t ask news person talks overacting. 😅😅😅",[0],[1],today better watch video dhruv rathe bhai news channel person understand everything don39t ask news person talks overacting
11571,['2023-08-23T07:34:46Z'],['UgzoeUVSAKuOUrdm69d4AaABAg'],love videos please make video mars mission mangalyaan,[0],[0],love videos please make video mars mission mangalyaan
11572,['2023-08-23T07:34:43Z'],['UgxwLN1QkSFp3ut7Bep4AaABAg'],"hello guys think aliens really exist think ,no alone",[0],[1],hello guys think aliens really exist think no alone
11573,['2023-08-23T07:34:41Z'],['UgwOMFBTjq_gPFiameZ4AaABAg'],reliable source information,[0],[0],reliable source information
11574,['2023-08-23T07:34:38Z'],['UgwY9Oofe6fzURCiXWR4AaABAg'],dhruv rathee sir ❤️❤️❤️💚💚💚,[0],[1],dhruv rathee sir
11579,['2023-08-23T07:34:07Z'],['UgyvaBPBse4PZlvFrdl4AaABAg'],chandrayan 3 successful button ✅🇮🇳,[0],[1],chandrayan 3 successful button
11580,['2023-08-23T07:34:05Z'],['Ugwyvk2_iQqXqVqZ-xJ4AaABAg'],try speak positive india specially..,[0],[2],try speak positive india specially
11581,['2023-08-23T07:34:00Z'],['UgxXKxNwV6c_sddgGPZ4AaABAg'],mongolia vlog,[0],[1],mongolia vlog
11582,['2023-08-23T07:33:47Z'],['Ugz8WG4cX8Dahmq5HMh4AaABAg'],oneday traveling mars 💯🤫🤫🤫🤫🤫,[0],[2],oneday traveling mars
11583,['2023-08-23T07:33:47Z'],['UgwRQ_Tp7uLs6lVuH814AaABAg'],thanks bhiya agar ham ap se impaired ho kr aise video banai ap ko koi problem nahe,[0],[0],thanks bhiya agar ham ap se impaired ho kr aise video banai ap ko koi problem nahe
11585,['2023-08-23T07:33:43Z'],['UgzxaQhiYfU-pIL3oL54AaABAg'],anyone knows dhruv rathee&#39;s outro music name?,[0],[0],anyone knows dhruv rathee39s outro music name
11586,['2023-08-23T07:33:43Z'],['UgzbQHKXT_HCSrftDcx4AaABAg'],en jaise logon se bharat ke achievement ke baare bolta dekh kar achcha lagta hai.,[0],[0],en jaise logon se bharat ke achievement ke baare bolta dekh kar achcha lagta hai
11588,['2023-08-23T07:33:36Z'],['UgyEv6jALDO66zvixCp4AaABAg'],w advertisement 🗿🗿👌🏻,[0],[0],w advertisement
11589,['2023-08-23T07:33:34Z'],['UgzYDqEqPhqHawDyQMF4AaABAg'],atcha hoga aje,[0],[0],atcha hoga aje
11591,['2023-08-23T07:33:29Z'],['UgypJ04CvTldlSPBeB94AaABAg'],great knowledge love pakistan congratulations india❤,[0],[0],great knowledge love pakistan congratulations india
11592,['2023-08-23T07:33:27Z'],['UgxjCnyPnR1XGLXy4G54AaABAg'],real toh yahi aadmi hamara pm hona chahiye tab jake hamara desh ek devlopment india hoga hat&#39;s dhruvaaaa 🙌🙌🙌♥️,[0],[0],real toh yahi aadmi hamara pm hona chahiye tab jake hamara desh ek devlopment india hoga hat39s dhruvaaaa
