Cleaned_Comment,Predicted_Sentiment
respect button for modi ji,positive
manipur ladakh aur neet wale maaaa chude,negative
apne pm modi ji ar hmare cricketer ki ye meeting dil ko chhu gailga pura desh ek pariwar bankar mili hui is khushi ko ek sath jee rha hailove you modi ji aap dil me baste ho hmalogo k,positive
this is our india a true representation of courage love and magnanimity love you india,positive
pandya aur kuch harkat kiya to aur booo khayega ye pakka hai,negative
king hona chahiye olympic me,positive
ye hai mere prime minister love you sir forever,positive
modi jesa koi nahibura bakt me bhi or achha bakt me bhi modi,negative
modi ji jaisa pm bhagwan ke aarshiwad se milte hai,positive
neet par,neutral
jay ko bhi puchoo kuch script ke bare me,negative
rohit virat and jaddu ne to le liya retaire tum kab loge modi retirement new zeneration ke liye papu ko moka do ek baar rahul gandhi,negative
modi ji sabke sath photo liye sayad unko kahi miya magic seraj bhai kahi dekha nahi chashma me sayad dhol lagi the,positive
one of the best video on the pms chanel perfect pm perfect team of cricketers perfect occasion goosebumps inspiration,positive
maza aa gya video dekh k,positive
we are very proud for indiyan team and coach too,positive
sir yeh bahut hee heart warming gesture tha aap ka main bhee iss desh ka beta hoon mere paas kaam nahi hai sir please mujhe kaam dilwa dijiye sir i am very hard working i need work sir,positive
pahle world cup jit k din bana avi modi ji ko sun k best,positive
sir jadeja,positive
india love you my india jay ho namo namo modi is brand,positive
best pm of india,positive
feeling proud for this team i am lucky to see this and emotional same like team members,positive
always proud to see how dynamic our pm is he is gem,positive
what a leader he is really gem for indiai can proudly say i am big fan of this charismatic pm shri narendra modiji,positive
jai jai kara modi ji saath hamara,positive
no subscribe video,negative
ye hota h pradhanmantri jo kabhi dusre kisi bhi me nhi h isliye hum midi ji ko baar baar chunate hain,negative
no virat name no video,negative
modi ji u are awesome love you modi ji,positive
pm ho toh aise ho supportive humesa logon ke sath khade rehte ha hume garv ha ki aap humare pm ha,positive
modi ji ke liya like kiya karo,positive
love you everyone,positive
jadeja modiji ko khas rass nahi aya lagta haikya chennai ka player hai wo isliye jadeja,negative
aek bi conversation english mai nai hueee ye chez dekh k bahut achaa laga,positive
thank you modiji for this interaction with the world cup winning squad,positive
thank you respected pm mr narendra modi sir for your lovely wishes and support to team india jai hind jai bharat,positive
my respect for dravid,positive
modi is the boss,positive
world the best prime minister of india,positive
world cup jitne ka maja double kr diya modi ji ne,positive
hamare desh jita dekh ke bhut acha laga but sivam dube se hath nhi milaye pm,negative
kya mast episode tha super modi ji please start a podcast,positive
lucky to see my role model talking to my another role model,positive
modi ji king of good times,positive
first time youtube p koi video ko without any skip dekha hu,positive
jay shah eat fivestar do nothing,negative
jadeja is also looking soo handsome,positive
two star jersey looking too good,positive
ol good,positive
beautiful interaction with our cricketing heroes thank u modiji,positive
thanks pm sir support to team india,positive
chahal se personal contact h,positive
lots of love from patna,positive
pm modi did not touch the trophy with rohit and dravid thats how you give respect to someone elses hardwork,positive
team india motivate mission chandrayan,positive
i loved it,positive
its so much inspirational for all of us thanku sir for this meeting it has inspired all of us we r proud of our indian cricket team i m proud to be indian every one all the youth must watch this episode,positive
are yaar mai wait kar rha tha kab jaddu se baat karenge par unhone ki hi nhi love you jadeja,positive
fraud useless costly pm,negative
i love rohit,positive
modi ji players ko ek pita ki tarah gale laga rahe the,negative
aaj to team india ka interview pm ne le liya esa history me pahli baar hua h,negative
isse best video abhi tak pure youtube pe nhi dekhi,positive
who noticed that mohammad suraj was not there in the end when everyone shaking hand with pm,negative
namste honorable pm shri modiji hope you are fine there we really proud on you as we got pm like you the way praise all our players n also in all sports game the way you support to players also the way you invited n meet our players n the way you talk with them thats very comitable also the way you handled our country really we proud of you god give you good health forever god bless best wishes from bipin ganatra n family nairobi kenya,positive
modi ji and team india,positive
many legends in one frame me,positive
why this video ignores shivam dubey completely,negative
bhut achi baatchit rahi desh ke pm aur aur humare champion cricketers ke bich me,positive
wah sach ye pura episode dekh ke mja aa gya,negative
sanju or jaiswal se to baat hi nahi ki sanju ki ankhon ke vo aansu kisi ko nahi dikha modi ji aapne bahut glt kiya,negative
so proud moment for us as an indians that our prime minister get together with our team members,positive
best cricket team in the world amp best pm in the world,positive
esi baat chit me or pm se ummind nahi rakh sakta tq modiji all time bast word he aapke,negative
first time i am listen crickets talking in hindi,negative
thank you so much sir u are great pm,positive
why pm ignore siraj,negative
radhe radhe ji,positive
all set by management,positive
thank u sir ji congratulations team india,positive
aise pm ho toh desh ki sena aur desh ka naam roshan krne wale har insaan ka moral up rahta hai love you india love you team india love you pm,positive
bharat team thankyou,positive
india cricket team and modi ji yogi ji best for india,positive
the first time i saw dravid speaking so good hindi,positive
modi modi modi ji yogi ji best for india,positive
mazaaa aageyaaaa wahhhhhhhhhh,negative
i couldnt control my tear after watching this luv u pm sir luv u all our players i love my india jai hind,positive
love you rahul sir salute to you,positive
enjoyed watching it,positive
thank you modi sir love you sir i feel proud you are a good man,positive
modi ji ko kitni bhi gali dedobut india can never get a pm like that he is limited time offer to india,negative
the wall of indian cricket rahul dravid,positive
why was sanju meeting the prime minister not shown in the final edit,negative
baldone,negative
sanju samson pavam,positive
jis desh ki praja vikash ke liye taiyar na ho to us desh ka raja agar vikas karta hai to uski sabse badi sastru dusman uski praja ban jati hai praja ko lagta hai ki ye to mera dusman hai ye vikah ki bate kar raha hai ye kysi bate kar raha hai,negative
our champion player and champion pm,positive
maja aa gaya,positive
mujhe to dar lag raha tha ki apna hitman kuch bhool na jaaye bolte bolte,negative
great leader of all time pm sir jai hind,positive
team india congratulations,positive
this is what we are proud to call our pm so talented pm aur ek pappu hai jo interview se door bhagta hai taki janta ko uska bachapan na dikh jaye chuitapa na dikh jaye,positive
quotisko kahin bahar le jana h to chinta krengequotdamn,negative
some dogs told modi dictatorship,negative
modiji sab se badi baat pakistan ko haraya unko dikha diya baap to baap hota hai,negative
outstanding conversation love you modi ji,positive
modi ji legend,positive
our pm is best,positive
wonderful thoughts toward the team spirit,positive
my pride my modi jii,positive
pm modi sir best best best pm ever love you sir plain and simple may god give you a long healthy life hare krishna,positive
gajab,positive
nice disction and motivation,positive
the way he is so involvedlike in the case of rishabh pant is just beautiful and his remarks on chahal were grt,positive
one man hero mdi je,positive
thank u sirgreat,positive
our team our pride,positive
atlst hindi use kar rahe hai sab ye sahi hai,negative
all things asidebut he gives unconditional support to our heroeswhether scientistsatheletesor cricketers,positive
a humble teacher and disciplined students,positive
great pm with great team india,positive
best leader in world i proud of you pm jii,positive
best captain best pm ever,positive
this will be remembered,positive
best moments,positive
thats what defines a true leader,positive
proud of you champions,positive
modi ji ap q chup baithe ho udhar rahul gandhi apka nam kalank kar raha agneeveer ko leke kuch sharam karo,negative
feels proud,positive
comment section filled with andhbhakts,negative
mujhe bahut proud feel hota hai ki hamare desh ke pm modi ji hain,positive
when virat sir said ahenkar is not bigger than game,negative
wow what a gesture,positive
ravindra jadeja and axar patel se bhi unka experience puch lete axar ke runs bhi kafi important the modiji,positive
bhot acha laga modi ji apna india team ko support kiya,positive
everything is temperry but rohit sir ka ye woh permanent,neutral
best team with the best pm ever,positive
nice one jai ho,positive
pure soul all my herosits an emotion not scripted one have learn something main stream media and spokesperson of all political parties,positive
its really awesome to see that our prime minister always supports team spirit,positive
yaar yeh wali khushi kabhi khtm nhi honi chahiye,negative
the greatest leader ever,positive
modi hai tomunkin haii,positive
thanx to our respected pm sri narendra modi ji for inviting the champion feeling proudjai hind,positive
subscribe my channel,positive
sanjyu samasung ke sath hath kyu na milaya sir,positive
ak pm aisa bhi,negative
great show sir apke aur team india ke taraf se proud feeling,positive
dhanyawad modi sir,positive
i am waiting for this video,positive
mr narendra modi great leader in the indian democracy,positive
best video in internet love you ict,positive
pm pm duniyar me,negative
felt bad for shivam debe and sanju samson firstly world cup and now even modi ji didnt even talk to them feel sad for them,negative
king kohli rohith,positive
modi sir aisa lagta hai aapke kaamo ko dekh kar ki aap swami vivekananda ke bharat ko sakaar kar rahe hai we are proud because of you and we are with you take care sir,positive
i thought ravindra jadeja also deserved some appreciation for his outstanding contribution in his cricketing career,positive
amazing show the way our pm spoke to them no wonder y ur the most loved leader sir at the end of was so emotional,positive
respect for each and every one,positive
excellent works team india,positive
such me great pm modi ji,positive
sanju ke liye bura laga sirf usse bhi bat krna chahiye tha he is just underrated,negative
sir editer,positive
always with pm modi such a golden heart he got,positive
great leader honorable prime minister modi ji love you,positive
mere desh ka pm ho to esa bhut acha laga sir aap ne puri team ko bulaya or jis tarh se mile unse ek parivar ki tarh bhut proud fill hota he ki aap humare pm ho sir aapko koti koti naman,positive
yuzi can have fun with literally anyone,positive
great movement adardiye modi ji puri team ko subhkamnaiye word cup jeet aur final match yadgar rahega welldone rohit kohli bumra hardik all player surya ka kya catch tha,positive
love you so much sir keep motivating to every sports person country will always support you,positive
modi love from bangladesh everyone,positive
pm proud,positive
jindagi me kushi ka ahesaas tabi hoti he jab haar ko jeet me badal deni ki kshamta hamare andar hoti he im so proud of indian team and modi sir,positive
aadarniy narendra modi ji ne bhartiya cricket team ko aadar samman diya iske liye modi ji aapko bahut bahut dhanyvad,positive
ek hi dil hai kitni baar jeetoge modi ji,negative
he is the first to stand with the team in hardships may it be indian team isro or any other,positive
is siraj samson not taking photo,negative
sucj greatest pm of all time hats off sir appreciate player and interact like friend thank you sir,positive
kapil sharma ko bhi fail kr diya modi ji ne toh,negative
modi ji to chahal was epic,positive
muje proud hai apne desh k pm pr and apni indian cricket team pr,positive
shivam dube yuvraj sing,positive
modi ji dhnaya hai guru na koi tha na koi hoga,positive
modi ji bcho ko dekhte hi dada ji bn jte h,negative
thank you honourable pm and team india for giving us a world cup,positive
proud of india cricket team,positive
bhai dhruv ye modi ji dictatorship meeting kr rhe h video bna,negative
standing with the team in times of grief and victoryqualities of a great leaderthank you modi ji,positive
on behalf of whole country accept our sat sat koti koti sastang dandvant pranam sah jay swaminarayan jay shree krishna jay ramjiki jay bharat jai hind to our his highness sevak prime minister loving modiji and bharatiye cricket team members,positive
this is to confirm i liked this not because of any reason but only our national cricket team the men in blue,positive
thankyou for giving them respect they deserve,positive
bumrah nodding like obedient student,positive
english subtitles please,neutral
no importance given to shivam dubey sanju samson amd chahal,negative
aur khalistanio arshdeep ko dekh kar gand fatt rha hai,negative
feeling so so so proudthank you team india for this,positive
ek baar pappu se ja kar puchna ki ek over me kitne ball hote hai,negative
thank you very much pm sir for honouring our players,positive
thanks pm,positive
india is very emotional country,positive
paw paw,positive
sir very good service maharaja popcorn shop hyderabad,positive
with modi it is strongly to be changed the way people look at a prime minister this human close connection is what makes the difference win or loss is part of the game but the human emotions and connections are universal and modi touches those emotions as a busy prime minister,positive
respected pm ji this india is not only hindi people u have to understand those sports mans know well english this india have so many languages please speak in english,positive
sir salute,positive
our pm always live in our heart love you sir congratulations team india and lot of thanks for giving us a beautiful moment thank you so much may god bless all of you,positive
moji aap bahut achha aadmi hai mai aap ko bahut galt samjhta tha plz sir mujhe maf kar digiye,negative
team and abhi oor bhi modi ji ka fan ho geaa hu bhout kmaal ka lagga hmaare pm sir cricket ki itni jankari rakhte he congratulations india hmko india milla he proud hm indian he,positive
thanks pm sir etna achcha program kiye aap maja aa gaya har sawal aapke pucha jo mere dil me chal raha tha,positive
modi sir please rohit air se garden me ghumne vali baat puch lete,positive
lovely soul satisfying get together,positive
pride of indian teem,positive
indian team is so biased that there areonly gujrati and bhaiya players no marathi and south indians even bengali have place in team lets these three state divided of india and create our own teamindian team is so biased that there areonly gujrati and bhaiya players no marathi and south indians even bengali have place in team lets these three state divided of india and create our own team and show it to themindian team bhaiya and gujrati team,negative
pm content ka bhoka,positive
why is shivam dubey being ignored so much,negative
thanks for you very very nice emotional video,positive
modi aapke jaisa koi nhi dil se love you,positive
kya aadmi hai yrrr ye modi jitna bhi dil se utarne ki kosis kro utna hee chadhta jaata hai,negative
modi ji aap hmare ideal hero hai aapko dekh kar hmesha proud feel hota hai aap desh ke sabhi logo se shaleenta se milte hai aur sabka manobal badhate hai fir chahe hmare desh ke scientist ho ya fir player ya fir student ho sabse ek friend ki tarah milte hai thats unique ye kewal aap hi kar sakte hai you are the greatest leader of india till now thats i can say confidently thank you so much sir for making prime minister of india,positive
why jaddu is missing,negative
age is time pappu hota to use baat kya karni vo bhi pata na hoti i love pm,positive
modi ji hathras mai kitne log mar gye unki family se jaake bhi mil lo,positive
pm mets at evening because they are pm not am btw great to see modi ji with sports team,positive
best of luck team india players,positive
who agree india will not tour to pakistan for champions trophy,negative
sare legends ek sath,positive
thanks sir hmari team ko aisa honour aap hi de skte hai,positive
dil jeet liya modi ji ne,negative
modi ji aaital ka recharge sasta kar vavo plis,positive
you are a very good anchor pm the questions to each players were to the point,positive
pm modi best leader off the world,positive
bilkul last me chanchal chahal ko de dekh kar kis kis ko hasi aayi,negative
seems like jab bhi koi answer karta hai uske saath saath teammates bhi uske lie nervous ho jate hai ki achhe se answer kar lee,negative
thank you modi sir aapne itni respect di team india ko,positive
fully scripted hai,positive
super actituded modi ji,positive
angad,negative
great indian team amp the leader,positive
pm nhi,negative
dhan dhan satguru tera hi aasra thanks guru papa ji,positive
this video is funny,positive
sir you are very good pm of india but why you decreased the government job government job is the single hope for poor people to give accelerate their life higher education karne ki hamare aukat nhi please increase the government job in railway engineering etc,negative
you are a true leader modi ji,positive
dravid pahli bar hindi me bole,negative
amazing interview proud of our team india and modi ji,positive
bycot jio,negative
aise p m kaha milye gya,positive
modi is great leader,positive
rohit bhai ka ye vo ho gya,positive
modi ji is legend,positive
modi a great leader,positive
last seen is so emotional,negative
pm is just like my championship with all players,positive
everything is temporary but rohit sharma wo ye is permanent,positive
modi ji evm hack karte huye,positive
if someone will say that it is politics tricks and game then i love this kind of politics,positive
team india amp narendra modi,positive
we should never hate our prime minister show disagreement but not hate namaste modi ji,neutral
rahul crying at the corner,negative
oh pm our pm,negative
kaisa hamare modi ji sab players ki choti bdi baaton ko yaad rkhe hai ye dekhr accha lga namo,negative
har game ko respect do please sirf cricket ko nhi others games bhi unko badane ki jarurat h,negative
champion modi,positive
wow what a great conversation,positive
hum apko dekke inspire hai modi sir the goat you and team,positive
awesome video sir thank you,positive
seeing happy faces to everyone thats amazing,positive
success hone ka aha mantr,positive
when we lose or win pm is always with team great pm and great team india,positive
akhir main siraj ko nhi dikhya yr,negative
ilove you,positive
world see actually promoting hindi language proud feel thanks pm modi,positive
just imagine pm narendra modi ji k jaga rahul gandhi kiya scenario we need pm like narendra modi ji,positive
aise hi jit te raho,positive
best winns,positive
finally mera dream pura huwa bhai log,positive
ladke nahi miyanbabbar sher hain,negative
ye rohit ke baal kaise aa jata hai field ke bahar,negative
stupid pm siraj se v bat ker leta,negative
very nice meeting and i salute our indian team and pm modi ji,positive
good program,positive
sir apne aur sabne hindi m bat kiya very good,positive
lots of respect pm modi ji you are really a gem person,positive
so pls i request you modi ji you solution his genretion youth in any sport thank you,positive
rohit and wo combo,positive
dil khush kar diya sir,positive
i was eagerly waiting for this stream,positive
jindagi me pehli baar comment kar rha hu thank you aj kuch acha lga god bless u,positive
brand ambassador of yeh woohh rohit sharma,positive
respect all,positive
jay bharat mata,positive
jab cemera mile chance mat miss karna modi ji,negative
what a far vision pm we hv awesome,positive
pure auranarendra damodar das modi,positive
chahal bhai chahal,positive
modi ji moments,positive
best interview of pm with world champion,positive
amazing moments great for all thank you modi ji,positive
waoooo great show great presentation lots of things can learn from this many more goods are coming in future,positive
yahi gesture women olympics fighters ke sath kyu nhi ki gayi modi g ke taraf se unke protest ko ignore kyu kiya gaya,negative
great pm great captain,positive
we indian just apologise to hardik pandya for trolling him,negative
respect for pm,positive
virat kohli was laughing like the student who was tensed par principal sir ke joke par hasna padta hai joro se,negative
ro ko jaddu,positive
siraj bhai ko kuch nahi bola yaar handshake bhi nahi upload kiya,positive
if perfect had to be a feeling this is it,positive
this was done were respectfully and thoughtfully,positive
sanjoo samson,positive
india team k liye video dekhne aya nhi to isko kon dekhata hai,negative
best prime minister,positive
only modi ji can do pm ji like this,positive
virat always,positive
dislike karne wala tulikatwa ghoshpithiya hai,negative
first time i really felt positive and proud to heard our pm narendra modi ji how much he involved and its superb,positive
i thank you for doing this for all the players and cricket i wish this enthusiasm and media coverage stay for all the sport in india not just cricket,positive
kya bath hai pm sir personally looks into cricketers healthtoh if you want attention from pm you have to win world cupkya pr team hai kya bath hai,negative
mohmad siraj k sath photo nahi khichwayi uase interaction bhi nahi kiya,positive
rahul dravid said inku run banane hain virat ku bumrah ku nd then virat be like bumrah ne kabh battin ki,negative
kya prime minister hain vai,positive
modi hai toh mumkin hai yeh sab,positive
great work by our honourable pm,positive
modi ji i love you,positive
kon kon instagram reels se aaya hain,positive
well done team india jai modi ji,positive
bahut achha,negative
hats off you modi ji,positive
congratulations team india jai hind jai bharat jai modi ji,positive
one of the best video on internet,positive
modi hero rohit hero,positive
pms podcast,positive
thank you so much modi gfather figure for nation,positive
i request for bcci shah ji disable cricket ko har level dijiye,negative
this is speciality of current pm amazing guy shehzada should learn instead of opposing everything and anything,positive
maanyaneeya modi sir should had meet the wrestlers who protested that might had been a good moment,negative
great pm sir well done rohit bhai and team,positive
rohitmanabsolute talent h,positive
cool indian pm with cool indian team,positive
plz support all team members like kordo,positive
thanks modi ji team india ko or inspiration ke liye,positive
king of politics and king kholi,positive
yehi hamari desh ki khoobsurati h jaha sabi ek munch pr hote hai jai hind jai bharat,negative
india kabhi nahi jhukega kisi ke samne,negative
modi jeep disable cricket ko bhi sabhi suvidhaen pradan kijiye bcci ko disable cricket kya hai tournament karana chahie,negative
i request modi ji to have discussion with some of the great scientists of nation regarding climate change and make the discussion public,negative
or rishav pant great pm ne thapki di to pm ko rishav ne thapki dedi bs esa confidence chahiye,positive
chahal itna serious kyon hai,negative
prime minister always good,positive
well done arshdeep,positive
modi ji aap dil hak kar lete,negative
pm modi je arshdeep singh is also leading wicketaker and muhammad siraj brilliant spell against pakistan is also there,positive
bahut bahut dhanyawaad pm modi ji humare heros ko itni izzat dene ke liye aap desh ke aur rohit bhai cricket ke true leader hain,positive
i am surprised and happy for rishabh comeback in game and won the moments of world cup proud of you all and team staff,positive
ek seconds bhi skip ni krenge,negative
durbhagya hai bharat ka bharat basi onka ki hamare unch sikhit bachhe sadakpr ro rahe hai lathi se mar khake ak anpadh ke hath pe desh de dia hai,negative
pm and indian cricket,positive
cameramen kanhaiya kumar ka fan hai ek baar bhi jay shah ko nhi dikhaya,negative
congratulations superb win,positive
khushi ke pal beautiful,positive
mai to ye soch rha virat kahi khul k na hasdepr virat hasi digest kar jate haivirat nature hasmukh haipm k samne hasi control jb hasne ka moka mile pura haslo fir serious hojau,negative
ye hamare pm h,negative
rahul dravid is soo good at hindi was a surprise for me,positive
haar main bhi saath jeet main bhi saath last main world cup nahi pakda world cup laane waale haatho ko thama hai kya baat hai modiji ek hee dil hai kitni baar jeetoge he is one of the greatest leaders india has ever seen the indian cricket team has triumphed jai hind,positive
good and a great motivation time and consideration to pm for indians fans and player,positive
hats off to our honorable prime minister for supporting our champions team,positive
jay hind jay team india jay modi ji,positive
awesome feeling,positive
jaddu love you,positive
congratulations rohit sharma,positive
modi ji you are our great leader we love you from azamgarh up,positive
congratulations to all thank you modi ji,positive
jay maa durge maiya ji ki,positive
jay shree ram ji ki,positive
jai hind jai hindustan,negative
jay shree krishna ji ki,positive
om namah shivaya,positive
namo ho na ho pm bas aeisa hi ho,positive
op sir,negative
jay hind jay bharat mata ji,negative
i am so lucky i see modi ji era love u modi ji,positive
bjp conversation,positive
chahal ko kyu cheel rhe bhai modi ji,positive
congratulations india modi ji,positive
thank you team,positive
cricket is always favorite but my proudly country pm support be always proved we are lucky country people,positive
yes we need gold in many more sports events jai hind,positive
jai hoo modi,positive
modi ji app great hai,positive
bharat mata ki jai jai shree ram,positive
love from nepal indian cricket team and modhi ji,positive
pm modi please look into matter of nios deled validity,negative
jai hind jai team india jai modiji,positive
awesome team,positive
khub saras modi saheb kapil dev ane dhoni ni kami laagi,positive
humble pm and people think ye desh dictator or bad raha hei,negative
great team india and great work modi ji,positive
love u kohli meri jaan,positive
apne rahul ko bees saal chhota kar diya modi ji aap kis rahul ki baat kar rhe hn,negative
beautiful india cricket team,positive
modi ji bhi chahal bhai ka fan he,positive
jutha pm,positive
reeneet,neutral
hands up for pm sirproud of hindus,positive
best pm and best team india,positive
congratulations to all members of the team,positive
this is the best video in todays internet,positive
where is jadu bhai,positive
nice lecture modi ji sat sat ka naman,positive
pant dar gaya,negative
how sweet gesture,positive
loved this quote by modi ji loosely translated quotthe tears when you win are a sign of the pain you experienced when you lostquot,negative
modi ji aap jaisa pm rahul ji jaisa coach rohit ji jaisa captain virat kohli ji jaisa king bumrah ji jaisa bowler aur itni badiya team spirit sabke pass nhi hoti india india,positive
dube who is that,negative
waiting for olympic,positive
women cricket is doing great,positive
shivam dubey se to bat hi nhi ki sir apne,positive
thank you team india and modi ji,positive
beautiful session mza aa gya,positive
great bharat mata ki jai,positive
like the respect that the team is inherently showing for the pm and also for their coach and captain,positive
yashashvi jaiswal will be the superstar in near future he will be the icon like sachin and will bring many world cups to india mind my words i am betting on this extremely mindful respectful soulful and talented boy,positive
modi sir aapki sab qualities acchi h but boxers ko justice nhi mila,positive
so amazing conversation overwhelmed,positive
super sir encouragement you indian team,positive
virat bhai pitch par jitne agressive lagte he asal life me kafi vinamra insaan he txn virat bhai final me apse hi ummid thi,negative
meme material,positive
love you pm,positive
i love you indian team,positive
there is no one equal to pm modi,negative
new podcaster in the town guys,positive
thank you modi ji you are always with country in defea and victory we proud our pm and our team,positive
modi jee aapne dil jit liya,positive
i love you guys,positive
bhai pant ko direct phone kiya modi ji ne bohot bari baat hai yaar,negative
anybody noticed surya trying hard not to laugh when kd was on the mile,negative
every one says quotbelieve in godquot,positive
bahut acha modi ji,positive
hardik kaha hai abhi,negative
football m dhyaan dijiye modi ji,positive
the is a leader,positive
more more importance were given to sports amp sports persons only after modi ji became pm he simply encourages,positive
thank you so much sir for giving them the respect they deserve,positive
your words always inspire us and whole nation thanks modi jee to give a honour of team india,positive
rohitman great human great family great cricketer great captain country is proud of this true son of the soil zameen se aasman pahunche apne mehenat kabiliyat aur logon ka aashirvad se per woh chaiwala natakbaz ke samne desh ki samman ko kyo jukna pada sabyata parampara maryada sub kuchh politics aur modi ka self promotion team india made india proud,positive
what a friendly environment no pressure at all of taking with the head of this great nation what a gentleman modi is his aura is just amazing everyone can feel comfortable around him what a befitting welcome for our champions,positive
modi ji ne mood bana diya modi ji nice person ampperfect p m,positive
it is good gesture that pm meets our world champions but i am waiting for the day when he meets the family of martyrs,positive
sir first of all i am sorry to say aap sanju se bat tak nehi kiya,negative
i love my india i love my cricket team indian khushi k anssu hai,positive
excellent meeti watched fullybit emotional too,positive
kulcha behind the move,positive
ye rohit bhai ko vocab ki dictionary do yar ye woh karte rhta hai bhai,positive
congratulations love you,positive
jai sri ram,positive
im proud to be an indian i love my india,positive
log bhul gaye jadeja and shivam dube ka contributions,positive
either you hate him or love him its very clear he respects everyone,positive
thank you pm modi ji,positive
bharat matha ki jaiwe proup of our pm modi jijai shree ram,positive
humare modi ji hai hi best the way he treats everyone with so much respect,positive
welcome champ,positive
glad to see our cricketer with our humble prime ministeri would like to request you one more thing sir that please our soldier also deserve this kind of gestureplease invite them also sir,positive
mc jay shah isko bahar nikalo,positive
noredra modi sir respect,positive
modi ji youre the best,positive
great prime minister great to see the prime minister interacting with the team india superb,positive
east or bestindia is the best,positive
more respect for modi ji,positive
sabse pahele modiji ne hi podcast bana dia,negative
sunil chetri,positive
we miss big cup win small cupnot satisfied but ok,negative
proud of my team and honorable prime minister sir,positive
mujhe laga ye conversation release hi nhi hogi lekin finally edited krke release kr diya taki koi galti na ho modi se,positive
modi g siraj n bolne ka mauqa diya aur n hi photo amp hand shaking iski kya wahah hai,negative
rahul gandhi next pm of india,positive
apn khush naseeb hai itne bdhiya pm mile,negative
great pm modi and great team india,positive
i like virat as playerbut i love him as a person hes so humble,positive
dil khush ho gaya dil se,negative
recharge itana mehanga kese huwa sir,positive
modi ji great leater,positive
the real leader modi ji,positive
my love india,positive
modi ji bhi badiya admi hai waise aj k time pe best pm hai,positive
lga ki jaise hm sb ek hi hai sbko life me struggle aata hai or usse aapka work nhi rukna chahiye,negative
super conversation,positive
rishabh pant inspection in india,positive
a true leader in a sense,positive
how cutely he summed up every highlight of the match in wo,positive
rishav sir,positive
hats off to our beloved pm of bharat and players,positive
pm ho to aesa proud of you modi ji,positive
me modi ji ke liye jaan de sakta hu,negative
i know he will not speak with siraj,negative
great pm modi ji great team india,positive
modi ji become interviewer,positive
bhai modi ji ne ko siraj se baat nhi kiya aur nhi haath milaya par aisa kyu,negative
rohit be like ye vo,positive
great pm for ever,positive
sabhi players ne apne aapko bht control karke rakha h kahi muh se galiya na nikal jaye galti se pm ke samne,negative
is anyone from pakistan,negative
pending bharti puri karo modi ji garib baacho ke saath injustice hua hai,negative
excellent performance all player of india,positive
cricket is important but please meet hathras victims and neet aspirants as well,negative
from,positive
calling pant during thats period is best part,positive
sir football ko promote kijiye international level par,positive
jab we proud of you modiji and team,positive
btw memorable moment for indian cricket,positive
hamara desh her bar vijayee hoi love my bharat,positive
thats why i like pm ji,positive
hamara india team world champion,positive
still get goosebumps hearing our pm,positive
mujhe ye nahi pata tha ki rahul sir itna aacha hindi bolte he love the great wall of india,negative
justice for manipur,negative
aaj bhi lagta hai mai gulaam hu desh me,negative
champions r a great moment for every indians,positive
great pm and great indian team i love you,positive
modi ji delhi ko dekh lo bahut bura haal kar rakha hai muslim ne,negative
namaskaram,positive
thank u modi ji maza aa gya,positive
ek dam mast,negative
entertainig persion,positive
heroism,positive
modi ji kbhi esi miteeng desh ke kishan or yubayo se bhi kr lo agr aap m jra si bhi insaniyat ho to,negative
our beloved pm jai shree ram,positive
hhh diya jaoo inku paisha vacancy to kad kon,negative
in this whole video rohit sharma sir trying not to use his tapori language,negative
that is modi,positive
sir ek din yese indian army ke jawano se milo or un se bhi milo jnhone aapna parivar khyoa he,negative
ye itna chota vedio nhi haiaur der tak sunne ka man tha,negative
wow really great gesture by our prime minister thats why australian prime minister called him quotprime minister modi is the bossquot,positive
le rahul dravid vote for democracy vote for education,positive
a great leader with a great team,positive
the dictatorship we want only,negative
just like a wow,positive
modi is greatest pm,positive
bc mehnat koi aur karta hai credit godi ko chahiye,positive
dil garden garden ho gaya love you team india and modi ji,positive
cricket ki jit ka itna jasna ho sakta hai par india ne dance par bhi cup jita hai bhai uska news kuch nahi banayea,negative
narendra modi like kro,positive
memorable moment,positive
manniya prime minister dwaya suru ki gyi aisi prampara kabile tareef h thank you pm narendra modi for this,positive
hmko hmare is pm jesa kv v koi v pm nhi milega jai shri ram,negative
our pm modi is our pride thank you modiji,positive
proud all of you,positive
what a pm we have,positive
quotye chahal ka idea tha kyaquoteven modi ji knows that chahal is a complete entertainer,positive
siraj se bat karna tha,positive
bihar me top most ias officer and now president and education minister from odisha,positive
bumrah ka beta kitni bhi try karo hasega nahi,negative
good to see this informal friendly warm side of our honourable prime minister shri narendra modi ji,positive
plzz support indian football team,positive
rohit bhai aaram aaram se bol rhe kahi gaali na nikal jaaye,negative
congratulations let us enjoy this moment we are so happy to view this conversation,positive
love you modi ji you are the best,positive
koi kuch bhi bole pr modi ji ke best pm hame kabhi nhi mil skta,positive
hardik respect butten,positive
the audacious ability of our esteemed prime minister to usurp the hardearned recognition rightfully belonging to others is utterly contemptible and deserves unequivocal condemnation,negative
proud to be indian who is having pm like this and off course our great indian cricket team all the best,positive
siraj ko nahi dikhaya kyunki muslim tha,negative
loving this dictatorship,positive
why only cricket why not all the sports,negative
we are proud our pm shri modi ji,positive
mujhe gill aur kisan nhi dikhe,negative
team india jindabaaddd,positive
team india live,positive
