Cleaned_Comment,Predicted_Sentiment
just a big smile on our face throughout video,POSITIVE
the dream of many loved this video after searching lot on utube finally i got a video with audio,POSITIVE
world champions with world leader,NEUTRAL
modi is i love you,POSITIVE
great prime minister of india,POSITIVE
thank god india jeet gyi warna andhe chaatukar gaaliya dete jay shah ko stadium mein jane ki wajah se,NEUTRAL
hi modi ji aap youtube se kitna kamate ho jara batana,NEUTRAL
fifa football world cup and olympic games matters not cricket in real sense,POSITIVE
shivam dubey ignoredyuzi inka koi contribution nhi inse to bat ki hai sir ne,NEUTRAL
i think its a good thingi dont support bjp or modi ji but i think its his greatness,POSITIVE
this sooo sweet,POSITIVE
why is ritika wife of rohit sharma not here effect of her quotall eyes on rafahquot,NEUTRAL
troll,NEUTRAL
champions with champion,NEUTRAL
nice vdo inspiring,POSITIVE
dubey se kyu baat nae hue,NEUTRAL
modi ji to kuldeep captain ko nachaya,NEUTRAL
what a video what a leader what a team,NEUTRAL
chahal q serious he bhai,NEGATIVE
shivam,NEUTRAL
bajrang punia vinesh phogat shakshi malik what about them,NEUTRAL
quotvijay ke aansu batate hai ki parajay ke pal kitne kathin gaye honge quot leader for a reason,NEUTRAL
great job indian team im proud of you,POSITIVE
best leader,POSITIVE
aaj pehli bar indian players ko hindi me bolte hue dekhkr bahut khushi hue h,NEUTRAL
this video is very nice modi ji,POSITIVE
rohit aur uske quotwoquot amar rahe,NEUTRAL
congratulations all indians and great pm of india,POSITIVE
rahul dravid k upar ek flim to banna chaiye keya bolte public,NEUTRAL
great leader of this country india,POSITIVE
everything is temporary rohits wo is permanent,NEUTRAL
jay,NEUTRAL
my pride is my pm,NEUTRAL
our great indian fellows in india people talk and concern about only two thing as cricket and politics,POSITIVE
kuch logo ki jal rahi hogi ye video dekh ke,NEUTRAL
what a lovely leader you arethis video was too emotional and joyfulthanks team india and thanks modi ji,POSITIVE
i amazing,POSITIVE
tusi great ho modi ji,POSITIVE
just ignore your problem just like modi ji ignored jay shah,NEUTRAL
pm is real pm,POSITIVE
wow what a moments,POSITIVE
jay hind jay bharat jay shree ram,NEUTRAL
maje ki baat to ye h aaj ye sab log hindi me baat kar rahe h,NEUTRAL
sir plz all jio brands ban kijiye and start to bsnl india,NEUTRAL
hamare desh ko yesa pardhan mantri bhir milega,NEUTRAL
my heart goes for chahal jaiswal sanju team means team,NEUTRAL
would request pm ji to introduce english subtitles for the benefit of unfortunate tamilians who are unable to follow the hindi version as they have been denied to learn and follow hindi in letter and spitit,NEGATIVE
the pm who stood behind the team when they lost,NEGATIVE
so proud of our great pm,POSITIVE
modiji behaviour towards our players and support him in his bad phase and talk like a friends with our player is incredible whether you like modiji or not but he is also emotions for us thankyou modiji for this amazing talk with our players and specially taking to rishab mother in his bad phasethis is the thing that i like in modiji that ye dushro ki tarah kisi ki madat karte hai toh dikhaba nahi karte wo toh aaj rishab ne bola toh pata chala,POSITIVE
down to earth pm,NEGATIVE
chkhna jadeja,NEUTRAL
very nice honourable prime ministerwe are proud of being with you,POSITIVE
congratulations love you all team,POSITIVE
modiji ne sabko najor rakha hai isiliye mujhe bahut khusi hua,NEUTRAL
modiji should meet football players aswell,NEUTRAL
entire video is fabulousdont miss even a secondproud of you pm and team india,NEUTRAL
kya baat hai,NEUTRAL
thanks modiji for this conversation we got more insights about our players,POSITIVE
remember guys sanju was in world cup squad he also deserves to be respected,NEUTRAL
india india i love india,POSITIVE
thank god pm pappu nhi nahi to raat bhar party karta,NEUTRAL
modi ji the greatest pm in the history of politics,POSITIVE
accha huya ye sir dekhne nahi gye thejai hind,NEUTRAL
superb video,POSITIVE
sher,NEUTRAL
always support and love team india,POSITIVE
ek din ki khusi thik h etne log garibiberozgarimehgai ke liye abaz nahi utha sakte,NEUTRAL
aur sansadon aur vidhayakon ka vetan bhi nirdharan kiya jaaye bahut jyada vetan aur bhatte jyada n diye jaaye aur yah sansad nidhi band honi chahie ismein sara ghotala hota hai,NEUTRAL
kaun kaun virat kohli ka fan hai,NEUTRAL
the pm not only talk about cricket they talk other sports also great pm,POSITIVE
bumrah is so genuine,POSITIVE
jitna lagan se aur mehnat se aap kam karte hain utna hi un sansadon ko bhi kam per lagvaiye,NEUTRAL
manipur pe interview karo,NEUTRAL
a great and memorable moments for all indian,POSITIVE
person pm na down to earth,NEGATIVE
what a cool pm,POSITIVE
pradhanmantri ji se vishesh nivedan ke aise hi aap apne sansadon ko har mahine apne sath baithaya karo aur unhen apne apne sansadiy kshetron mein jaane ke liye kahen aur kam ka feedback len,NEUTRAL
congratulations my dear brothers jai modi ji,NEUTRAL
last moment of this video was emotional when you hug players modi ji you just touched millions of hearts in one go,NEUTRAL
chalo indian team ne modi k channel ko revive kr diya,NEUTRAL
l l,NEUTRAL
imagine rahul gandhi in modis place will he be able to inspire a team and the nation like modi,POSITIVE
modi ji neet ki bare me bhi thoda boht soch lo,POSITIVE
modi ji aap kitne pyare ho aaj pta chala hai,NEUTRAL
esme kuch politics nhi h apne desh ke badne bale yubao ka dharye bda rahe h,NEUTRAL
jab chahal ko pucha maza a gya ki chachal kyu serious hai,NEGATIVE
thank you so much prime minister narendra modi,POSITIVE
modi ji aapke pass kitna time hai,NEUTRAL
the last clip just its bharatnot only a name its an emotionwhen we achieve anything our tears r our strength u my country,NEUTRAL
great pm great team great captain i love my india,POSITIVE
modi sir ko mera pranambharat mata ki jay,NEUTRAL
awesome interaction,POSITIVE
great video thanks,POSITIVE
modi ji has the most unique and different energy among all the prime ministers till date,POSITIVE
wow a congratulations,POSITIVE
aisa pm india ko kabhi nhi milega,NEUTRAL
very good conversation,POSITIVE
yr modi ji ne rishabh ke accident pay bhi ghar pay phone kiya tha wah modi ji love you,POSITIVE
libranduon ki jali na,NEUTRAL
true leader pm modi with true champion team bharat,POSITIVE
anxiety on players face is so real that they are stars yet sitting with pm is a big thing,POSITIVE
surya ne bangladesh aur pakistan ko apne kadmo pe la diea uske pair ki dhul chan rahe hain,NEUTRAL
modi like chalo inke bhi jeet ka credit leleta hau,NEUTRAL
im congress supporter but this time i fell in love with this mani cant imagine how a pm of largest democratic country minutely knows and thinks about each and every player of this team,POSITIVE
khele nahi to sanju chahal jaiswal amp siraj se baat tak nahi kiasal me dil to ab dukha hoga unka very shameful,POSITIVE
why is shivam dubey got ignored he doesnt speak also let it go but in this video even his picture with pm modi is not shown btw we are champions,NEUTRAL
beautiful memories for india,POSITIVE
olymics walo se v mil lo wrestler road par hai,NEUTRAL
aap desh sabse achhe pradhan mantri hai sir,NEUTRAL
modi ji is loving it,POSITIVE
aur ye aur wo,NEUTRAL
congratulations team india amp,NEUTRAL
what a great interaction,POSITIVE
aise namaste modi ji sach main aap great ho main odisha ka ladka hun apko hrudyase detahun aap jese,POSITIVE
wonderful human our modi ji,POSITIVE
chahal be like sala mere bare mein sabko pta hai,NEGATIVE
feast for eyes,NEUTRAL
modhi ji i love you aap k jaisa pm sab ko mile khas krke pakistan ko mile aap jaisa pm,POSITIVE
siraj se bat nhi kiya or door bhi bithaya tha,NEUTRAL
feeling proud as a indian,POSITIVE
lesson given by team india quotwork in silence let your success make the noisequot great work lots of love,POSITIVE
i love my india world champion india,POSITIVE
hugely respect modi ji and indian team,POSITIVE
our great players at one stage great pm with great cricketers god bless them both,POSITIVE
salute to our pm for leading india from the front,NEUTRAL
feeling proud,POSITIVE
best ever pm,POSITIVE
so happy but literally,POSITIVE
best pm of india modi ji,POSITIVE
love you hardhik,POSITIVE
lekin khna padega koi pm modi ko br br glt nhi kh skta aaapka ye team k saath conversation mjhe bht accha lga i like thiss conversation and finally support you as our prime minister instead of rahul gandhi mtlb mai abtk rahul ka fan tha but from till now i will be your fan completely,POSITIVE
bhagwan aise prime minister har desh ko de we are blessed to be indian proud of you pm sahab,POSITIVE
maja aagya,NEUTRAL
love for modi ji,POSITIVE
love you so much our pm worl best prime minister,POSITIVE
sukoon hai,NEUTRAL
dhuruv rathee crying in the germany,NEGATIVE
only siraj and sanju missed in end handshake,NEUTRAL
bhai wahhh,NEUTRAL
waahsuch a nice and memorable session for our champions team india thanks you so much our honarable prime minister midiji,POSITIVE
ab modiji ko strike laga ke dikhao match ki clip use karne ke liye,NEUTRAL
chahal is so funny,POSITIVE
rohitman,NEUTRAL
surya dada catch respect,NEUTRAL
bumrah virat rohit kya combination hai,NEUTRAL
rohit saying quothum logo na quot quotpuri team na quot again and again feels soo good true leader for a reason,POSITIVE
vahh kya scene hai,NEUTRAL
modi sab kuch thik kerta hey likin sab ko privatisation kerke job vacancy kom kerdetaa heyes bar vacancies nahi ayaa tao modi ji taa taa bie biepapu ko vote denge,NEUTRAL
great simply great pm ho to aisa ho jai ho bhrat hamesa number one ho vijai ho,POSITIVE
our great pm modiji and our players vande mataram bharat mathaki jai from kuwait,POSITIVE
a raja ji ekre t rahal ha jarurat,NEUTRAL
maza aa gya bhai,NEUTRAL
once in a generation leader,NEUTRAL
modi all cute and all but loved it,POSITIVE
rohit sharma ki taraf me mafi magta hu,NEUTRAL
full appreciation for team india,POSITIVE
sir bihar me stadium nhi bihar ke yuva ke liye bhi kuch kare desh ke liye,NEUTRAL
amazing interaction modi ji feels more like the head of our house than the pm i feel personally connected to him,POSITIVE
what a pm salute sir,NEUTRAL
only modi chaiye pm jai sri ram,NEUTRAL
thankyou our most loved leader modiji,POSITIVE
victory will remember forever,NEUTRAL
i love india i proud modi sir ilove cricket team,POSITIVE
photoshoot in end its very heartwarming and emotional just jai hind to team and prime minister,POSITIVE
it is the good fortune of the people of this country to have a prime minister like you and at the same time having a personality like you is like a sun in the infinity who alone is illuminating the entire universe blessed is the mother who gave birth to you,POSITIVE
team india won,NEUTRAL
i think rahul gandhi is huge fan of virat i seen lots of massege on twiterx,POSITIVE
you earned a new subscriber,POSITIVE
must,NEUTRAL
thanks for your appreciation for cricket team,POSITIVE
ssc gd result ke meeting hoga bhi nahi,NEUTRAL
one and only real pm of,POSITIVE
rohit sharma yah vah yah baki apne aap samajh jao,NEUTRAL
isko bolate hain asali desh ka jansevak yah hai desh ke pradhanmantri,NEUTRAL
wo is permanent,NEUTRAL
best captain rohit sharma rohit sharma bale like kro,POSITIVE
modijii,NEUTRAL
such a good vibes,POSITIVE
jai hind jai sri ram vande mataram,NEUTRAL
one of the greatest video ever,POSITIVE
congratulations indian cricket team thanks modi ji for your kindness and gratitude jai hind,POSITIVE
modi ji the prodcaster,NEUTRAL
no words about jadeja dube that good pm,POSITIVE
such a beautiful moments,POSITIVE
we witnessed we are lucky to witness this legacy and this will inspire many generations to come yes we witnessed it live,POSITIVE
top moments,POSITIVE
sanju dube md siraj se kyu nahi mile modi g,NEUTRAL
we watch programes on media everyday but this show is something the energy and motivation it generates is something incredible the hallmark of a ledership is that he would stand with the team come what may and we are blessed to have such top leadership in the country hats off to our pm salute jai hind sir,POSITIVE
thanks for giving them the respect that they truly deserve,POSITIVE
great india great pm great indian cricketers,POSITIVE
shibam dube missing,NEGATIVE
astonished to see pm has or appoints video editor and director for a video theres an example of job creation u liberals,NEUTRAL
bahut hi shandar programme,NEUTRAL
cool,POSITIVE
love you modi,POSITIVE
humara captain kaisa ho,NEUTRAL
please support chandan barsha lifestyle,NEUTRAL
moditeamgoat,NEUTRAL
they missed shivam dubey,NEUTRAL
king on fire,NEUTRAL
its great to see our prime minister interacting with our cricket heros,POSITIVE
copy right marke dikha oo ab star sports walo,POSITIVE
sirf cricket ko hi pyar milta hai,NEUTRAL
love modi ji or rohit team,POSITIVE
beautiful inspiringemotinoalkya bol sakthe hai jai hind jai sri ram,POSITIVE
our real trophy is our players,POSITIVE
virat kohli in last,NEUTRAL
please visit manipur too,NEUTRAL
very knowledgeable and sweet interaction rohit is very natural kohli is a great orator bumrah shows you his mental toughness great team would be loved for generations dhoni era finally comes to an end jai hind,POSITIVE
ek desh ke leader ko yesa hi hona chaiye,NEUTRAL
pm ho to aisa modiji jasa,NEUTRAL
virat ka fn like karo,NEUTRAL
the true leader of india,POSITIVE
great pm with great indian cricket team love you both modi ji create history and rohit and virat team also create history anne wali pidhi sadiyon tak aap sab se is video ke madhyam se prerna leti rahegi we love indian cricket and modi ji,POSITIVE
modi ji you are great sir,POSITIVE
only modi,NEUTRAL
modi ji rohit bhau,NEUTRAL
mere future k bachcho k liye comment karke jara hu india k best ever pm aur best ever cricket team hain ye,POSITIVE
credit to modi ji ki match dekhne nahi gaye,NEUTRAL
modi ji kohli both are my favourite,NEUTRAL
my great indian team and worldcup winner team,POSITIVE
modi jee,NEUTRAL
dravids comment on players who were on bench speaks volumes about him as a person coach and leader,NEUTRAL
rohit woh woh was personal,NEUTRAL
thanks modi ji aap final dekhne nhi gye the,POSITIVE
thankyou for uploading the full video sir,POSITIVE
dhruv rathe pe moot de dectator ne,NEUTRAL
modiji ek gaurdian ki taraha saabhi se treat karte haiasa laagta hai ki wo hum saabhi k gaurdian haimaine asa pradhanmantri nhi dekha jo har logo se milte hai aaur unhe khud badhiya dete haiwe love our pm,POSITIVE
i love you my dear pm love you my indian cricket team from kolkata,POSITIVE
support football sir,NEUTRAL
one of the great prime minister of india jai hind modi ji,POSITIVE
rinku singh,NEUTRAL
rahul dravids voice is changedi think he screamed a lot after winning,POSITIVE
jadejas daughter touching feet of pm modi ji that called sanskar,POSITIVE
i was waiting for this video to listen what our pm had said to our championsthank you everyone,NEUTRAL
pm modi is truly a legend he gave everyone equal attention talked to each player separately,NEUTRAL
this pm is special,POSITIVE
this is a great moment for all,POSITIVE
i love india and modi finally i cryed,POSITIVE
modi ji ne to sab ke highlights dikha diye,NEUTRAL
harvard should take lesson from modi ji on how to inspire a nation to achieve excellence he is so skillfully using the celebration of this memorable moment of popular sport cricket to reach out to all sportsmen and to the citizens of the country to strive towards greatness such leaders come once in generations people of bharat do not even know how fortunate they are long live modi ji and bharat maata ki jai,POSITIVE
rishabh and pm conversation was beautiful,POSITIVE
best leader from both sides,POSITIVE
surya bhahu,NEUTRAL
jai ho sir,NEUTRAL
this channel is far better than starspots providing a wonderful video,POSITIVE
pure indian team ke liye thoko like,POSITIVE
fans are ready to see the odi world cup again rohit captaincy,POSITIVE
mai bass modi se ek baar kahana chahata hu ki voh sports ko politics se dur rakha aur ussma corrruption khatam kara sabko moka mila desh ko represent karr na ka,NEGATIVE
very proud moment love this vedio,POSITIVE
great talk,POSITIVE
from nepal,NEUTRAL
ye dekh ke bada dookh hota hai ki hum itne bade leader ko petty politics mein phans kar inko support nahi karte no doubt ye moment indian cricket ka suvarnim avsar hai par namo jaisa leader bhi kahan milta hai aaye din to saare politicians ek doosre pe kichad hi uchhal rahein hotein hai aise mauke kum hi dekhne ko milton hain jahan pm sab ko personally attention detein hain unke liye samay nikaltein hain unka utsaah badhatein hain proud of indian cricket squad and the honbl pm dono ki apne field mein achievements beyond par hai,POSITIVE
we are proudof you my team india,NEUTRAL
this is the pm india deserves but many people dont understand this thing may be they will understand when its very late seeing our pm standing with our players in their tough and good time makes us happy,POSITIVE
modi dream win world cup in his year s okk,POSITIVE
choti choti chezo observe karta hu and sab se sikta hu ups and down mitti namo jai hind jai bharat mata,NEGATIVE
team india ke liye dil se like to banta hai bhai log,NEUTRAL
tim modiji,NEUTRAL
this meet is very very great so mney thanks our p m great and india team is also great,POSITIVE
omg hell laughing,NEUTRAL
shivam dubey ko ku nahi bulye,NEUTRAL
abb kiya bolu mein,NEUTRAL
bharatmata ki jay,NEUTRAL
yesssssss finally amp thankfully the account admin posted the full video with audio this is so beautiful it will break the internet bharat maata ki jai,POSITIVE
hum india wale,NEUTRAL
what a wholesome moment,NEUTRAL
media,NEUTRAL
pm sir k liye dil se respect,NEUTRAL
pm take better interview compare to regular interviewers,POSITIVE
surya bhai control,NEUTRAL
the greatest prime minister a country can ever have he aims high and looks far so grounded so supportive his support when times were hard has yielded these results and team india we love you from the corest core of our hearts,POSITIVE
rohith trying very hard to speak shudd hindi,NEGATIVE
god bless you guys and huge respect modi sir,POSITIVE
proud of bharat modi ji bhagvan ka roop he,POSITIVE
such a great interaction love you king kohli always,POSITIVE
shaandaar jabardast zindabad bharat,NEUTRAL
sanju samson yaha bhi nhi kyo aeisa hua sanju se hath nhi milaya sanju ko hi kyo hate,NEGATIVE
first olympic cricket gold will be ours for sure,POSITIVE
sachin dravid laxman and ganguly the dark horse of indian cricket,NEGATIVE
thank you team india thank you modi ji,NEUTRAL
credit khane aa gya pnauti,NEUTRAL
must watch if you have missed a single moment of the match and even think that any player hasnt contributed in this tournament he has covered everything great prime minister,POSITIVE
we are indian are really lucky now because we have a great leader modiji and great indian team,POSITIVE
the king of india shree narendra modi ji,NEUTRAL
bharat mata ki jaijai siya ram,NEUTRAL
modi ji accha kam kar rhe lekin todha neet scame bengal me bhart ghotala paper leak all over india state currupt bharti prakriya agneeveer aur govt vacancy me highly girawat pe bhi dhyan de to bjp ka support base bde taki humara desh future me bhi secure rhe warna cong etc berbad kar denge,NEGATIVE
champions are made they are not bornthey have to practice very very hard to be where they arewhen they get appreciation from the government and people that is icing on the cake,NEGATIVE
bharat jinkala,NEUTRAL
sab log aise baite hai jaise students principal sir ke samne baite ho brahmacharya,NEUTRAL
per rinku singh kahan hai,NEUTRAL
brespect for team indiab jab tak suraj chand rahega india tera naam rahega,NEUTRAL
modi ji obsession with chahal,NEUTRAL
ye chiz rahul gandhi me missing hai,NEGATIVE
why you and your party support neet paper scaam,NEUTRAL
good to see,POSITIVE
maza aagaya modi ji,NEUTRAL
hathras se bhi mile please please modi jee,NEUTRAL
real hero modi ji,POSITIVE
like if you love our champions,POSITIVE
very inspiration episode,POSITIVE
rohit sharma mere liye wo tha baki modi jee aap samjhaye kya tha,NEGATIVE
rohit sharma real king,POSITIVE
modi ji ki jai ho,NEUTRAL
modi ji hats off to you,NEUTRAL
sanju baba,NEUTRAL
pm modi x ict players amp coach,NEUTRAL
hit man forever,NEUTRAL
modi ji jaisa koi nahi jai hind sir,NEUTRAL
sir neet aspirants ko bhi bula kr baat kr lete,NEUTRAL
why siraj not there,NEUTRAL
blessed to have modiji as our king,NEUTRAL
olympic games virat kohli ke uski vajah se olympic per cricket ka naam aaya hai yah mat bhul na,NEUTRAL
according to chamcha they all are andbhakt,NEUTRAL
sir when something good happen you came forward to support them why not you put your step forward when misshappening happened your government is saying neet exam shouldnt be cancel as it was leak in few areas did you know the cost of it if that kind of students become doctor whats going to happen sir we are the youth of india nd we are lossing hope from our country as well as from you as you didnt know the importance of study nd hardwork you just came we have did this we are you for neet students sorry to say but you and your whole party members are corrupted,POSITIVE
finally modi ji ke samne achha bala rahul aaya,NEUTRAL
how he is feeling proud seeing pant,POSITIVE
what a greater leader,POSITIVE
superb sir i wish i could do something in serving our nation too,POSITIVE
india dominant cricket due to no sports powerhouse countries playing cricket only tiny slave of britishers playing cricket cricket is not sports just game game of slaves cricket ruined olympic sports in india indian can only wins in cricket because of non sporty countries playing zero fitness required for play cricket too overrated game for indian subcontinent,NEGATIVE
champion meet champions,NEUTRAL
very very very emotional,NEUTRAL
ye ladko ne rahul,NEUTRAL
bevm hackb,NEUTRAL
when cricket is called a religion then politicians know how to play cricket,NEUTRAL
great to see this conservation,POSITIVE
rohit ka wo,NEUTRAL
hardhik ke liye like,NEUTRAL
modi ji ki baat he alag hai,NEUTRAL
thank you so much modi jigod bless you,POSITIVE
sahara india depositors,NEUTRAL
pure love,POSITIVE
great leader alwys motivate everyone,POSITIVE
dravid is a legend of the cricketing world never ever take credits,NEUTRAL
well done modiji really you are a leader and always leading from front and inspired to all,POSITIVE
jai hind jai shree ram vande matram,NEUTRAL
jadduwe will miss you,NEUTRAL
aur kitna dil jeetoge modiji,NEUTRAL
this is leadership as a nepali again i say india is blessed to have pm like modi huge respect congratulations india not only in afghanistan here in nepal india have huge influence in nepali cricket,POSITIVE
modi ji jai shree ram well light humour atmosphere i like vk admission of ignorance and respect for the game wish he understood before he could have been the greatest captain,POSITIVE
thanks to honorable pm sri narendra modi sir and the entire indian team real hero inspiring the leadership quality memorable moments,POSITIVE
pm ho to esa ho,NEUTRAL
all perfects are gathered in one frame,NEUTRAL
chahal ko modi ji bhi le rahe hai,NEUTRAL
modi leader ship is outstanding,POSITIVE
bhai tum kyo has rhe ho isse dekhkar,NEUTRAL
rahul dravid is very down to earth,NEGATIVE
yuzi bhai is always the centre of attraction love you all,POSITIVE
jadeja se baat ho nhi ki,NEUTRAL
incredible no matter if you agree or disagree with modi jis politics but his charisma and his social iq is second to none my job is study and consult on geopolitics but i have never in my life seen such a charismatic character at the helm of a state salute to the indian cricket team you deserve all the credit,POSITIVE
we are glad to have a pm like you and legend players like virat and rohit,POSITIVE
so heart touching video,POSITIVE
mereko pta nhi kyu chandrayan mission our world cup mein kaafi similarity lag raha hai,NEUTRAL
at last moment bumras son angad be like ye mai kaha hu kon hai ye mere dada ji,NEGATIVE
pm sir please sanction quot integral passenger train coach factory in kurnool district andhrapradesh state quot the rayalaseema region is backward region if you will sanction this integral coach factory in kurnool the entire rayalaseema region will develops this is our rayalaseema region people humble request sir kindly accept sir,POSITIVE
what a respect no one can do this,NEUTRAL
jadejas daughter touches the modijis feet thats call sanskar,NEUTRAL
nice moments for everyone,POSITIVE
last movement dil ko chuu gya,NEUTRAL
modi ji why have you not handshake with siraj at the end,NEUTRAL
neet scammers our bjp gov,NEUTRAL
mjaa aa gya sir,NEUTRAL
moye moye,NEUTRAL
rohit bhai bhul gye ki khane ki plate nhi pitch thi,NEUTRAL
thank you my team india,NEUTRAL
letss go india,NEUTRAL
har har modiji,NEUTRAL
har har mahadev jai shree ram bolo shera wali jai bhawani jai shivaji jai mahakal har har gange,NEUTRAL
chal tho serious ha,NEGATIVE
of course modiji did nice to invite them it encourages the players amp inspires the youth but ive a conplaint why this video is highly polished amp edited with lots of cuts,POSITIVE
loved the conversation,POSITIVE
yrr interview thoda aor bada hona tha,NEUTRAL
cangratulation team india,NEUTRAL
leadership,NEUTRAL
bjp it cell at its peakspotted in comments,NEUTRAL
nice gesture modi ji,POSITIVE
dube ji ko bhi milna chahiye tha,NEUTRAL
jus want to point one thing just look the chairs they are sitting it same for all we see in congress meetings the so called elit family sits on thoren like chairs and everyone else sits on normal chairs i think thats the difference,POSITIVE
ye tha wo tha bs kiya hamne hitman,NEUTRAL
our cool pm,POSITIVE
love you my,POSITIVE
congratulations india teamindia amp the best sports host narendra sir you all should do this more often,POSITIVE
rahul david is the best,POSITIVE
arjun,NEUTRAL
mesmerizing interviewmodi ji nd team india many many congratulations,POSITIVE
mast modhi ji,NEUTRAL
ab agniveer kya kuch koro sir,NEUTRAL
som people can bark how much they want again lion of bharat narendra modi but fact is narendra modi ji is greatest prime minister india have ever seen,POSITIVE
rogtko i miss you,NEUTRAL
we are blessed to have a pm like modi ji,NEUTRAL
bhai yeh primeminister jo respect di hai aur jo rishap ka pocha unko fone kia yr truley unbelievable hattoff to pm,NEGATIVE
matlab kal trailer tha,NEUTRAL
rohit sharma or virat kohli ko abhi sannyas nhi lena tha,NEUTRAL
emotions team india,NEUTRAL
rohit sharma is wearing a wig acchanoticed only now,NEUTRAL
dictator aise dikhte hein kya pata nahi,NEUTRAL
waaah bhaib bhai,NEUTRAL
thank you so all,NEUTRAL
vote for modi ji skin care routine video,NEUTRAL
kya video tha yaar rula diya pura,NEUTRAL
desh ka pm aisa ho to har ek bhartiya garv mahsoos karta hai,NEUTRAL
sir thank you so much,POSITIVE
jeet main bhi sath har mein bhi sath truely a world leader,POSITIVE
world winner meet world leader,NEUTRAL
yei hai naya bharat,NEUTRAL
kohli is always right,POSITIVE
parajye ke pal bohot kathin the lekin hum sab overcome kr gye hum jeet gye,NEUTRAL
hardik pandey respect,NEUTRAL
ro ko meets namo,NEUTRAL
great pm thanks sir aap jaisa pm koi nahi ban sakata,POSITIVE
mast,NEUTRAL
modi ji or indian team ke liye salute,NEUTRAL
bahut hi sundar,NEUTRAL
same priority should be given to football and tennis in the country sir,NEUTRAL
you are great politician modi jii,POSITIVE
bumrah fans,NEUTRAL
just wondering in this video they showed suryas catch does star sports have guts to issue copyright strike to our modiji,NEUTRAL
esport bhi bharat mai ek din inta hi grow hoga,NEUTRAL
jai shree ram jai modi jai hind,NEUTRAL
the best team of this decade,POSITIVE
the sports culture what india is witnessing under pm modi is exemplary boosting the morale of our players in defeat and victory is all makes that culture top notch jai hind,POSITIVE
we proud of u guys,POSITIVE
pm say aaj sabko hindi bolna padhega love u pm sir,POSITIVE
felt so good to hear that modi ji personally talked to risabh pant during his recovery period true leader and a great legend,POSITIVE
jadeja and dubey se bhi baat karni chaiye thi just because ek tournament acha nahi gaya jadeja ka contribution to indian cricket is evident to everyone unexpected from pm,POSITIVE
great bharat,POSITIVE
we always deserve this pm,NEUTRAL
the way yashasvi huged modiji,NEUTRAL
today ive seen rohit bhai talk formally,NEUTRAL
waaw modi ji jaise leader koi ni ho sakta proud of you team bharat,POSITIVE
respect button for sanju samson,NEUTRAL
aap ke pass neet ki students se baat karne ka time nhi h,NEUTRAL
virat kohli button,NEUTRAL
accha hua team india jeet gayi ab pappu kaha hai,NEUTRAL
thank you for the audio pm most awaited audio,POSITIVE
pm modi ji is great great personality,POSITIVE
thankyou our respected modi ji,NEUTRAL
bearbicib narendra modi,NEUTRAL
mera desh,NEUTRAL
pm modi and team india what a bonding,NEUTRAL
politics cricket,NEUTRAL
modi ji kohli both my favorite,POSITIVE
sacha me ye pal hamesha yaad rahega,NEUTRAL
the thumbnail title should be opposite quotpm modi meets cricket teamquot,NEUTRAL
in the past our cricketers were not given the respect they deserved by previous prime ministers its wonderful to see them now being honored and appreciated as they should be,POSITIVE
very emotional video,NEUTRAL
that chahal kyo serious hai too funny,NEGATIVE
mazaa aa gaya,NEUTRAL
rohit sharma jay hind jay bharat,NEUTRAL
very humble pm,NEGATIVE
its a fairy tale,NEUTRAL
inspiring conversations,POSITIVE
is muoke par rivava jadeja nahin dikhi,NEUTRAL
pm ho toh aisa kya baat hai,NEUTRAL
chahal be like aise serious situation mai main kaise age ajata hu,NEGATIVE
no sanju in full interview madi hate,NEGATIVE
bahut accha laga sir for meeting,NEUTRAL
our modi ji as a host,NEUTRAL
we love u sir ap jaisa koi nahi,POSITIVE
what an amazing session one of the best videos i have ever seen just delightful,POSITIVE
meet best leader with best player,POSITIVE
indian cricket team and our prime minister bade bquot woh quotb hai bnaughtyb,NEUTRAL
good work,POSITIVE
we all needed this,NEUTRAL
memorable thing is virat speech in hindi in front of pm,POSITIVE
enjoyed this documentary,POSITIVE
justice for gyan bhai,NEUTRAL
i love team india whose grand grand welcom by great pm modi,POSITIVE
i want work,NEUTRAL
modi ji showing so much respect towards cricketers,POSITIVE
yeh hota hai ek pm jo sukh ho dukh ho players ke sath hi rehta hai we love you modi ji and team india,POSITIVE
such a heartful conversation,NEUTRAL
beautiful interaction of modiji with our indian team hearty congratulations to team india,POSITIVE
modiji is the true champion of champions we are just so blessed to have you lead our nation sir aapko naman hai dil se badhai ho bharat,POSITIVE
pehli baar rahul dravid ke muh se hindi suna,NEUTRAL
thank u modi sir for this wonderful support and gesture to the indian cricket and for indians,POSITIVE
love you modi and team india,POSITIVE
our dear president modi sar please decrease the jio recharge rate because they are the poor family belongs to please help,NEGATIVE
respect for jadeja daughter the way she touched modi ji at last,NEUTRAL
proud moment of indian motivation inspire all youngster,POSITIVE
jharkhand mein bahut garibi hai sir rojgar nahin mil raha hai kuchh kijiye,NEUTRAL
vijay ke aanshu se pta chalta h ki parajay ki ghadi kitni kathin rahi hogi,NEUTRAL
proud movement for all of us indians jay hind,POSITIVE
toffee trophy,NEUTRAL
jay shree ram bharat mata ki jay,NEUTRAL
they are good players no doubt but i would like to tell you sir instead of respecting private company employees please also look our national sports team,POSITIVE
sanju should get chance to performfeeling sad for him,NEGATIVE
thanks modi ji for give this video,POSITIVE
